Class,A_index,B_index,A_Atomicweight,B_Atomicweight,molar_mass,A/B_AtomicWeight,A_PeriodNumber,B_PeriodNumber,A_Mendeleevnumber,B_Mendeleevnumber,A-B_Mendeleevnumber,A_Zeff,B_Zeff,A-B_Zeff,A+B_Zeff,Largest_Zeff,Lowest_Zeff,Avg_Zeff,"A_Pauling,R(CN12)","B_Pauling,R(CN12)","A/BPauling,R(CN12)","A-BPauling,R(CN12)","Avg_Pauling,R(CN12)",A_MartynovBatsanovEN,B_MartynovBatsanovEN,A-B_MartynovBatsanovEN,A/B_MartynovBatsanovEN,Largest_MartynovBatsanovEN,Lowest_MartynovBatsanovEN,Avg_MartynovBatsanovEN,A_Density,B_Density,A-B_Density,A/B_Density,Largest_Density,Lowest_Density,Avg_Density,A_Cohesiveenergy,B_Cohesiveenergy,A-B_Cohesiveenergy,A/B_Cohesiveenergy,Largest_Cohesiveenergy,Lowest_Cohesiveenergy,Avg_Cohesiveenergy,A_shortest_dist_count,B_shortest_dist_count,A_avg_shortest_dist_count,B_avg_shortest_dist_count,A_shortest_tol_dist_count,B_shortest_tol_dist_count,A_avg_shortest_dist_within_tol_count,B_avg_shortest_dist_within_tol_count,A_second_by_first_shortest_dist,B_second_by_first_shortest_dist,A_avg_second_by_first_shortest_dist,B_avg_second_by_first_shortest_dist,A_second_shortest_dist_count,B_second_shortest_dist_count,A_avg_second_shortest_dist_count,B_avg_second_shortest_dist_count,A_homoatomic_dist_by_shortest_dist,B_homoatomic_dist_by_shortest_dist,A_avg_homoatomic_dist_by_shortest_dist,B_avg_homoatomic_dist_by_shortest_dist,A_count_at_A_shortest_dist,A_count_at_B_shortest_dist,A_avg_count_at_A_shortest_dist,A_avg_count_at_B_shortest_dist,B_count_at_A_shortest_dist,B_count_at_B_shortest_dist,B_avg_count_at_A_shortest_dist,B_avg_count_at_B_shortest_dist,A_lowest_wyckoff_label,B_lowest_wyckoff_label,identical_lowest_wyckoff_count,A_sites_total,B_sites_total,A_multiplicity_total,B_multiplicity_total,distAA,distBB,distAB,Asize,Bsize,Asize_by_Bsize,distAA_by2_byAsize,distBB_by2_byBsize,distAB_by2_byAsizebyBsize,Asize_ref,Bsize_ref,percent_diff_A_by_100,percent_diff_B_by_100,distAA_minus_ref_diff,distBB_minus_ref_diff,distAB_minus_ref_diff,refined_packing_eff,R_factor
Cr3Si,31,23,72.63,51.9961,124.6261,1.396835532,4,4,79,49,30,3.046,2.82,0.226,5.866,3.046,2.82,2.933,1.366,1.357,1.006632277,0.009,1.3615,1.99,2,-0.01,0.995,2,1.99,1.995,5.32,7.19,-1.87,0.739916551,7.19,5.32,6.255,3.85,4.1,-0.25,0.93902439,4.1,3.85,3.975,2,12,2,12,2,12,2,12,1.1164,1.5483,1.1164,1.5483,4,8,4,8,0.9987,1.5494,0.9987,1.5494,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.3169,4.013,2.5904,1.2409,1.2224,1.0151,0.9336,1.6414,1.0516,1.1584,1.4319,-0.0664,0.1714,0,0.2864,0,0.63991,0.0338
Cr3Si,31,22,72.63,50.9415,123.5715,1.42575307,4,4,79,46,33,3.046,2.816,0.23,5.862,3.046,2.816,2.931,1.366,1.338,1.020926756,0.028,1.352,1.99,2.22,-0.23,0.896396396,2.22,1.99,2.105,5.32,6.11,-0.79,0.870703764,6.11,5.32,5.715,3.85,5.31,-1.46,0.725047081,5.31,3.85,4.58,2,12,2,12,2,12,2,12,1.1172,1.5506,1.1172,1.5506,4,8,4,8,1.001,1.552,1.001,1.552,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.3925,4.1439,2.6749,1.3117,1.2224,1.073,0.912,1.695,1.0556,1.1962,1.4786,-0.088,0.2096,0,0.2864,0,0.63991,0.0517
Cu3Au,57,44,140.115,102.9055,243.0205,1.361589031,6,5,15,59,-44,3.774,3.701,0.073,7.475,3.774,3.701,3.7375,1.818,1.342,1.354694486,0.476,1.58,1.1,1.99,-0.89,0.552763819,1.99,1.1,1.545,6.66,12.4,-5.74,0.537096774,12.4,6.66,9.53,4.32,5.75,-1.43,0.751304348,5.75,4.32,5.035,12,12,12,12,12,12,12,12,1.4155,1.4155,1.4155,1.4155,6,6,6,6,1.4166,1.0016,1.4166,1.0016,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.023,2.8447,2.8447,1.7238,1.3444,1.2822,1.1669,1.058,0.9272,1.4223,1.4223,-0.1749,0.058,0.2929,0,0,0.74048,0.0339
Cr3Si,30,22,69.723,50.9415,120.6645,1.368687612,4,4,74,46,28,2.655,2.816,-0.161,5.471,2.816,2.655,2.7355,1.408,1.338,1.052316891,0.07,1.373,1.7,2.22,-0.52,0.765765766,2.22,1.7,1.96,5.9,6.11,-0.21,0.965630115,6.11,5.9,6.005,2.81,5.31,-2.5,0.529190207,5.31,2.81,4.06,2,12,2,12,2,12,2,12,1.1162,1.5502,1.1162,1.5502,4,8,4,8,0.9992,1.5505,0.9992,1.5505,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.408,4.1708,2.6922,1.3117,1.2796,1.0251,0.9179,1.6297,1.039,1.204,1.4882,-0.0821,0.163,0,0.2864,0,0.63991,0.0333
Cr3Si,12,41,26.981539,95.95,122.931539,0.281204158,3,5,73,50,23,1.989,3.609,-1.62,5.598,3.609,1.989,2.799,1.429,1.386,1.031024531,0.043,1.4075,1.64,1.94,-0.3,0.845360825,1.94,1.64,1.79,2.7,10.2,-7.5,0.264705882,10.2,2.7,6.45,3.39,6.82,-3.43,0.497067449,6.82,3.39,5.105,2,12,2,12,2,12,2,12,1.1174,1.5507,1.1174,1.5507,4,8,4,8,0.9998,1.5497,0.9998,1.5497,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.4695,4.2773,2.761,1.3617,1.4319,0.951,0.9068,1.4936,0.9883,1.2348,1.5262,-0.0932,0.0659,0,0.2864,0,0.63991,0.013
TiAl3,30,24,69.723,54.93805,124.66105,1.2691204,4,4,74,52,22,2.655,2.956,-0.301,5.611,2.956,2.655,2.8055,1.408,1.306,1.078101072,0.102,1.357,1.7,2.04,-0.34,0.833333333,2.04,1.7,1.87,5.9,7.43,-1.53,0.794078062,7.43,5.9,6.665,2.81,2.92,-0.11,0.962328767,2.92,2.81,2.865,8,8,8,8,12,12,12,12,1.0489,1.0489,1.0489,1.0489,4,4,4,4,1.0008,1.4816,1.0008,1.4816,4,8,6,8,4,0,2,0,2,2,2,2,1,6,2,2.6621,3.941,2.6621,1.202,1.2796,0.9394,1.1074,1.5399,1.0728,1.3311,1.3311,0.1074,0.0402,0,0.3245,0,0.71064,0.0132
Cr3Si,48,40,114.818,92.90638,207.72438,1.235846236,5,5,75,47,28,3.259,3.523,-0.264,6.782,3.523,3.259,3.391,1.66,1.456,1.14010989,0.204,1.558,1.63,2.03,-0.4,0.802955665,2.03,1.63,1.83,7.31,8.57,-1.26,0.852975496,8.57,7.31,7.94,2.52,7.57,-5.05,0.332892999,7.57,2.52,5.045,2,12,2,12,2,12,2,12,1.117,1.5507,1.117,1.5507,4,8,4,8,1.0006,1.5515,1.0006,1.5515,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.6515,4.5925,2.9645,1.4302,1.6085,0.8892,0.927,1.4276,0.9756,1.3258,1.6387,-0.073,0.0188,0,0.2864,0,0.63991,0.0057
Cr3Si,12,22,26.981539,50.9415,77.923039,0.529657332,3,4,73,46,27,1.989,2.816,-0.827,4.805,2.816,1.989,2.4025,1.429,1.338,1.068011958,0.091,1.3835,1.64,2.22,-0.58,0.738738739,2.22,1.64,1.93,2.7,6.11,-3.41,0.441898527,6.11,2.7,4.405,3.39,5.31,-1.92,0.638418079,5.31,3.39,4.35,2,12,2,12,2,12,2,12,1.1162,1.5502,1.1162,1.5502,4,8,4,8,0.9983,1.5492,0.9983,1.5492,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.406,4.1673,2.69,1.3117,1.4319,0.9161,0.9171,1.4552,0.9805,1.203,1.487,-0.0829,0.0385,0,0.2864,0,0.63991,0.0084
Cu3Au,64,77,158.92534,195.084,354.00934,0.814650817,6,6,29,63,-34,3.976,4.883,-0.907,8.859,4.883,3.976,4.4295,1.773,1.385,1.280144404,0.388,1.579,1.2,1.91,-0.71,0.628272251,1.91,1.2,1.555,8.23,21.4,-13.17,0.384579439,21.4,8.23,14.815,4.05,5.84,-1.79,0.693493151,5.84,4.05,4.945,12,12,12,12,12,12,12,12,1.4118,1.4118,1.4118,1.4118,6,6,6,6,1.4131,0.9992,1.4131,0.9992,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.0839,2.8878,2.8878,1.6609,1.3843,1.1998,1.2294,1.043,0.9483,1.4439,1.4439,-0.1307,0.043,0.2929,0,0,0.74048,0.0189
Cu3Au,62,81,151.965,207.2,359.165,0.733421815,6,6,25,81,-56,3.871,4.426,-0.555,8.297,4.426,3.871,4.1485,2.084,1.746,1.193585338,0.338,1.915,1.15,1.92,-0.77,0.598958333,1.92,1.15,1.535,5.24,11.4,-6.16,0.459649123,11.4,5.24,8.32,1.86,2.03,-0.17,0.916256158,2.03,1.86,1.945,12,12,12,12,12,12,12,12,1.4138,1.4138,1.4138,1.4138,6,6,6,6,1.4129,0.9991,1.4129,0.9991,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.917,3.4768,3.4768,1.6846,1.7253,0.9764,1.4594,1.0076,1.0196,1.7384,1.7384,0.032,0.0076,0.2929,0,0,0.74048,0.0011
Fe3C,27,64,58.6934,158.92534,217.61874,0.369314296,4,6,61,29,32,2.996,3.976,-0.98,6.972,3.976,2.996,3.486,1.244,1.773,0.701635646,-0.529,1.5085,1.76,1.2,0.56,1.466666667,1.76,1.2,1.48,8.9,8.23,0.67,1.081409478,8.9,8.23,8.565,4.44,4.05,0.39,1.096296296,4.44,4.05,4.245,1,1,1,1,2,6,2,6,1.0222,1.0222,1.0165,1.0222,1,1,1,1,1.3348,1.5662,1.2886,1.5662,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.4789,4.2288,2.7025,1.6609,1.2515,1.3271,1.0473,1.6895,0.9279,1.7395,0.963,0.0473,-0.2305,0,0.5446,0,0.66637,0.0554
Fe3C,26,58,58.9332,140.90765,199.84085,0.41823989,4,6,58,17,41,3.046,3.8,-0.754,6.846,3.8,3.046,3.423,1.252,1.824,0.686403509,-0.572,1.538,1.72,1.1,0.62,1.563636364,1.72,1.1,1.41,8.9,6.77,2.13,1.314623338,8.9,6.77,7.835,4.39,3.7,0.69,1.186486486,4.39,3.7,4.045,1,1,1,1,2,6,2,6,1.0108,1.0108,1.0106,1.0108,1,1,1,1,1.3267,1.5607,1.283,1.5607,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.5568,4.3388,2.7754,1.6334,1.2492,1.3076,1.0888,1.7366,0.9628,1.7784,0.997,0.0888,-0.2019,0,0.5404,0,0.6659,0.0486
Cu3Au,48,58,114.818,140.90765,255.72565,0.814845752,5,6,75,17,58,3.259,3.8,-0.541,7.059,3.8,3.259,3.5295,1.66,1.824,0.910087719,-0.164,1.742,1.63,1.1,0.53,1.481818182,1.63,1.1,1.365,7.31,6.77,0.54,1.079763663,7.31,6.77,7.04,2.52,3.7,-1.18,0.681081081,3.7,2.52,3.11,12,12,12,12,12,12,12,12,1.4131,1.4131,1.4131,1.4131,6,6,6,6,0.9999,1.4141,0.9999,1.4141,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,3.5098,4.9636,3.5098,1.6334,1.6085,1.0155,1.0744,1.5429,1.0826,1.7549,1.7549,0.0744,0.091,0,0.2929,0,0.74048,0.0138
Cu3Au,68,45,168.93421,106.42,275.35421,1.587429149,6,5,37,62,-25,3.921,3.101,0.82,7.022,3.921,3.101,3.511,1.743,1.373,1.269482884,0.37,1.558,1.2,2.08,-0.88,0.576923077,2.08,1.2,1.64,9.32,12,-2.68,0.776666667,12,9.32,10.66,2.42,3.89,-1.47,0.622107969,3.89,2.42,3.155,12,12,12,12,12,12,12,12,1.4146,1.4146,1.4146,1.4146,6,6,6,6,1.4129,0.9991,1.4129,0.9991,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.055,2.8673,2.8673,1.536,1.3768,1.1156,1.32,1.0413,0.9844,1.4337,1.4337,-0.0666,0.0413,0.2929,0,0,0.74047,0.0061
Cu3Au,59,81,144.242,207.2,351.442,0.696148649,6,6,19,81,-62,3.822,4.426,-0.604,8.248,4.426,3.822,4.124,1.818,1.746,1.041237113,0.072,1.782,1.2,1.92,-0.72,0.625,1.92,1.2,1.56,7,11.4,-4.4,0.614035088,11.4,7,9.2,3.4,2.03,1.37,1.674876847,3.4,2.03,2.715,12,12,12,12,12,12,12,12,1.414,1.414,1.414,1.414,6,6,6,6,1.4146,1.0003,1.4146,1.0003,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.852,3.4309,3.4309,1.6571,1.7253,0.9605,1.464,0.9943,1.0143,1.7154,1.7154,0.0352,-0.0057,0.2929,0,0,0.74048,0.0013
Fe3C,26,67,58.9332,167.259,226.1922,0.352346959,4,6,58,35,23,3.046,4.018,-0.972,7.064,4.018,3.046,3.532,1.252,1.748,0.71624714,-0.496,1.5,1.72,1.2,0.52,1.433333333,1.72,1.2,1.46,8.9,9.07,-0.17,0.981256891,9.07,8.9,8.985,4.39,3.29,1.1,1.334346505,4.39,3.29,3.84,1,1,1,1,2,6,2,6,1.0149,1.0149,1.0148,1.0149,1,1,1,1,1.2998,1.5648,1.2573,1.5648,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.3286,4.1938,2.6834,1.6438,1.2492,1.3159,1.0125,1.6786,0.9276,1.6643,1.0191,0.0125,-0.1842,0,0.514,0,0.63554,0.0341
Cu3Au,62,45,151.965,106.42,258.385,1.427974065,6,5,25,62,-37,3.871,3.101,0.77,6.972,3.871,3.101,3.486,2.084,1.373,1.517844137,0.711,1.7285,1.15,2.08,-0.93,0.552884615,2.08,1.15,1.615,5.24,12,-6.76,0.436666667,12,5.24,8.62,1.86,3.89,-2.03,0.4781491,3.89,1.86,2.875,12,12,12,12,12,12,12,12,1.4138,1.4138,1.4138,1.4138,6,6,6,6,1.4138,0.9997,1.4138,0.9997,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.1,2.8991,2.8991,1.6846,1.3768,1.2236,1.2169,1.0528,0.947,1.4496,1.4496,-0.1395,0.0528,0.2929,0,0,0.74047,0.0223
Cu3Au,62,49,151.965,118.71,270.675,1.280136467,6,5,25,80,-55,3.871,3.672,0.199,7.543,3.871,3.672,3.7715,2.084,1.62,1.286419753,0.464,1.852,1.15,1.88,-0.73,0.611702128,1.88,1.15,1.515,5.24,7.31,-2.07,0.716826265,7.31,5.24,6.275,1.86,3.14,-1.28,0.592356688,3.14,1.86,2.5,12,12,12,12,12,12,12,12,1.4107,1.4107,1.4107,1.4107,6,6,6,6,1.4122,0.9986,1.4122,0.9986,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.745,3.3552,3.3552,1.6846,1.4899,1.1307,1.4084,1.126,1.0569,1.6776,1.6776,-0.0042,0.126,0.2929,0,0,0.74048,0.0159
Cu3Au,70,12,174.967,26.981539,201.948539,6.484693108,6,3,41,73,-32,4.034,1.989,2.045,6.023,4.034,1.989,3.0115,1.738,1.429,1.216235129,0.309,1.5835,1.2,1.64,-0.44,0.731707317,1.64,1.2,1.42,9.84,2.7,7.14,3.644444444,9.84,2.7,6.27,4.43,3.39,1.04,1.306784661,4.43,3.39,3.91,12,12,12,12,12,12,12,12,1.4155,1.4155,1.4155,1.4155,6,6,6,6,1.4162,1.0014,1.4162,1.0014,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.1918,2.964,2.964,1.7151,1.4319,1.1978,1.222,1.035,0.9419,1.482,1.482,-0.1359,0.035,0.2929,0,0,0.74047,0.0197
Mg3Cd,31,25,72.63,55.847,128.477,1.300517485,4,4,79,55,24,3.046,3.0478,-0.0018,6.0938,3.0478,3.046,3.0469,1.366,1.26,1.084126984,0.106,1.313,1.99,1.67,0.32,1.191616766,1.99,1.67,1.83,5.32,7.86,-2.54,0.676844784,7.86,5.32,6.59,3.85,4.28,-0.43,0.89953271,4.28,3.85,4.065,20,24,20,24,20,24,20,24,1.4131,1.4131,1.4131,1.4131,12,6,12,6,0.9995,1.414,0.9995,1.414,16,24,16,24,4,0,4,0,6,2,1,1,1,6,2,2.5887,3.6622,2.5888,1.2422,1.2224,1.0162,1.042,1.498,1.0504,1.2943,1.2944,0.042,0.0589,0,0.2931,0,0.73971,0.0052
Fe3C,75,61,190.23,150.36,340.59,1.265163607,6,6,57,23,34,5.648,3.847,1.801,9.495,5.648,3.847,4.7475,1.35,1.85,0.72972973,-0.5,1.6,1.85,1.2,0.65,1.541666667,1.85,1.2,1.525,22.6,7.52,15.08,3.005319149,22.6,7.52,15.06,8.17,2.14,6.03,3.817757009,8.17,2.14,5.155,1,1,1,1,2,6,2,6,1.0142,1.0071,1.0212,1.0071,1,2,1,2,1.2738,1.5773,1.2341,1.5773,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.392,4.448,2.8169,1.7165,1.3106,1.3097,0.9881,1.6969,0.9306,1.696,1.1209,-0.0119,-0.1447,0,0.496,0,0.60719,0.0211
Cu3Au,59,48,144.242,114.818,259.06,1.256266439,6,5,19,75,-56,3.822,3.259,0.563,7.081,3.822,3.259,3.5405,1.818,1.66,1.095180723,0.158,1.739,1.2,1.63,-0.43,0.736196319,1.63,1.2,1.415,7,7.31,-0.31,0.957592339,7.31,7,7.155,3.4,2.52,0.88,1.349206349,3.4,2.52,2.96,12,12,12,12,12,12,12,12,1.4134,1.4134,1.4134,1.4134,6,6,6,6,1.4143,1.0001,1.4143,1.0001,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.653,3.2902,3.2902,1.6571,1.6085,1.0302,1.404,1.0227,1.0075,1.6451,1.6451,-0.0072,0.0227,0.2929,0,0,0.74048,0.0006
Cu3Au,38,48,88.90584,114.818,203.72384,0.774319706,5,5,12,75,-63,3.379,3.259,0.12,6.638,3.379,3.259,3.319,1.797,1.66,1.08253012,0.137,1.7285,1.41,1.63,-0.22,0.865030675,1.63,1.41,1.52,4.47,7.31,-2.84,0.611491108,7.31,4.47,5.89,4.37,2.52,1.85,1.734126984,4.37,2.52,3.445,12,12,12,12,12,12,12,12,1.4123,1.4123,1.4123,1.4123,6,6,6,6,1.4129,0.9991,1.4129,0.9991,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.592,3.247,3.247,1.6813,1.6085,1.0453,1.3656,1.0093,0.987,1.6235,1.6235,-0.0344,0.0093,0.2929,0,0,0.74048,0.0013
Mg3Cd,12,21,26.981539,47.867,74.848539,0.563677252,3,4,73,43,30,1.989,2.833,-0.844,4.822,2.833,1.989,2.411,1.429,1.467,0.974096796,-0.038,1.448,1.64,1.86,-0.22,0.88172043,1.86,1.64,1.75,2.7,4.54,-1.84,0.594713656,4.54,2.7,3.62,3.39,4.85,-1.46,0.698969072,4.85,3.39,4.12,10,12,10,12,20,24,20,24,1.007,1.007,1.007,1.007,10,12,10,12,0.9991,1.4185,0.9991,1.4185,8,12,8,12,2,0,2,0,6,2,1,1,1,6,2,2.8674,4.0711,2.8674,1.4038,1.4319,0.9804,1.0213,1.4216,1.0112,1.4337,1.4337,0.0213,0.0013,0,0.2957,0,0.73184,0.0005
Fe3C,75,38,190.23,88.90584,279.13584,2.139679463,6,5,57,12,45,5.648,3.379,2.269,9.027,5.648,3.379,4.5135,1.35,1.797,0.751252087,-0.447,1.5735,1.85,1.41,0.44,1.312056738,1.85,1.41,1.63,22.6,4.47,18.13,5.055928412,22.6,4.47,13.535,8.17,4.37,3.8,1.869565217,8.17,4.37,6.27,1,1,1,1,2,6,2,6,1.0179,1.0036,1.0249,1.0036,1,2,1,2,1.2604,1.5868,1.2188,1.5868,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.3076,4.4431,2.8047,1.6813,1.3106,1.2828,0.9836,1.6951,0.9374,1.6538,1.1509,-0.0164,-0.1219,0,0.4819,0,0.58859,0.0151
Cu3Au,12,38,26.981539,88.90584,115.887379,0.303484439,3,5,73,12,61,1.989,3.379,-1.39,5.368,3.379,1.989,2.684,1.429,1.797,0.795214246,-0.368,1.613,1.64,1.41,0.23,1.163120567,1.64,1.41,1.525,2.7,4.47,-1.77,0.604026846,4.47,2.7,3.585,3.39,4.37,-0.98,0.775743707,4.37,3.39,3.88,12,12,12,12,12,12,12,12,1.4142,1.4142,1.4142,1.4142,6,6,6,6,1.0009,1.4155,1.0009,1.4155,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,3.3832,4.7845,3.3832,1.6813,1.4319,1.1742,1.0061,1.6707,1.0867,1.6916,1.6916,0.0061,0.1814,0,0.2929,0,0.74048,0.0329
Cr3Si,81,40,207.2,92.90638,300.10638,2.230202059,6,5,81,47,34,4.426,3.523,0.903,7.949,4.426,3.523,3.9745,1.746,1.456,1.199175824,0.29,1.601,1.92,2.03,-0.11,0.945812808,2.03,1.92,1.975,11.4,8.57,2.83,1.330221704,11.4,8.57,9.985,2.03,7.57,-5.54,0.268163804,7.57,2.03,4.8,2,12,2,12,2,12,2,12,1.1174,1.5458,1.1174,1.5458,4,8,4,8,0.9981,1.5471,0.9981,1.5471,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.635,4.5639,2.946,1.4302,1.7253,0.829,0.9212,1.3227,0.9336,1.3175,1.6285,-0.0788,-0.0561,0,0.2864,0,0.63991,0.0094
Cr3Si,78,22,196.96654,50.9415,247.90804,3.86652415,6,4,66,46,20,4.938,2.816,2.122,7.754,4.938,2.816,3.877,1.439,1.338,1.0754858,0.101,1.3885,1.19,2.22,-1.03,0.536036036,2.22,1.19,1.705,19.3,6.11,13.19,3.158756137,19.3,6.11,12.705,3.81,5.31,-1.5,0.717514124,5.31,3.81,4.56,2,12,2,12,2,12,2,12,1.1188,1.5494,1.1188,1.5494,4,8,4,8,1.0006,1.549,1.0006,1.549,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.4415,4.2288,2.7297,1.3117,1.4425,0.9093,0.9307,1.4658,0.9911,1.2208,1.5089,-0.0693,0.046,0,0.2864,0,0.63991,0.0069
Cu3Au,12,27,26.981539,58.6934,85.674939,0.459703118,3,4,73,61,12,1.989,2.996,-1.007,4.985,2.996,1.989,2.4925,1.429,1.244,1.148713826,0.185,1.3365,1.64,1.76,-0.12,0.931818182,1.76,1.64,1.7,2.7,8.9,-6.2,0.303370787,8.9,2.7,5.8,3.39,4.44,-1.05,0.763513514,4.44,3.39,3.915,12,12,12,12,12,12,12,12,1.4167,1.4167,1.4167,1.4167,6,6,6,6,1.0014,1.4163,1.0014,1.4163,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,2.5237,3.569,2.5237,1.2515,1.4319,0.874,1.0082,1.2462,0.9405,1.2618,1.2618,0.0082,-0.1188,0,0.2929,0,0.74048,0.0142
Fe3C,27,56,58.6934,138.9055,197.5989,0.422541944,4,6,61,13,48,2.996,3.84,-0.844,6.836,3.84,2.996,3.418,1.244,1.871,0.664885088,-0.627,1.5575,1.76,1.35,0.41,1.303703704,1.76,1.35,1.555,8.9,6.15,2.75,1.447154472,8.9,6.15,7.525,4.44,4.47,-0.03,0.993288591,4.47,4.44,4.455,1,1,1,1,2,4,2,4,1.0248,1.0248,1.0175,1.0248,1,1,1,1,1.3509,1.5657,1.3041,1.5657,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.7089,4.4154,2.8211,1.8186,1.2515,1.4531,1.0197,1.764,0.9189,1.8545,0.9666,0.0197,-0.2276,0,0.5622,0,0.68798,0.0522
Cu3Au,38,48,88.90584,114.818,203.72384,0.774319706,5,5,12,75,-63,3.379,3.259,0.12,6.638,3.379,3.259,3.319,1.797,1.66,1.08253012,0.137,1.7285,1.41,1.63,-0.22,0.865030675,1.63,1.41,1.52,4.47,7.31,-2.84,0.611491108,7.31,4.47,5.89,4.37,2.52,1.85,1.734126984,4.37,2.52,3.445,12,12,12,12,12,12,12,12,1.4123,1.4123,1.4123,1.4123,6,6,6,6,1.4123,0.9986,1.4123,0.9986,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.59,3.2456,3.2456,1.6813,1.6085,1.0453,1.365,1.0089,0.9866,1.6228,1.6228,-0.0348,0.0089,0.2929,0,0,0.74047,0.0013
Cr3Si,49,22,118.71,50.9415,169.6515,2.330320073,5,4,80,46,34,3.672,2.816,0.856,6.488,3.672,2.816,3.244,1.62,1.338,1.210762332,0.282,1.479,1.88,2.22,-0.34,0.846846847,2.22,1.88,2.05,7.31,6.11,1.2,1.196399345,7.31,6.11,6.71,3.14,5.31,-2.17,0.5913371,5.31,3.14,4.225,2,12,2,12,2,12,2,12,1.1174,1.5507,1.1174,1.5507,4,8,4,8,1,1.55,1,1.55,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.47,4.2782,2.7615,1.3117,1.4899,0.8804,0.9415,1.4357,0.9857,1.235,1.5265,-0.0585,0.0246,0,0.2864,0,0.63991,0.004
Cu3Au,68,12,168.93421,26.981539,195.915749,6.261103564,6,3,37,73,-36,3.921,1.989,1.932,5.91,3.921,1.989,2.955,1.743,1.429,1.21973408,0.314,1.586,1.2,1.64,-0.44,0.731707317,1.64,1.2,1.42,9.32,2.7,6.62,3.451851852,9.32,2.7,6.01,2.42,3.39,-0.97,0.713864307,3.39,2.42,2.905,12,12,12,12,12,12,12,12,1.4141,1.4141,1.4141,1.4141,6,6,6,6,1.4141,1,1.4141,1,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.2,2.9698,2.9698,1.536,1.4319,1.0727,1.3672,1.037,1.0006,1.4849,1.4849,-0.0333,0.037,0.2929,0,0,0.74047,0.0025
Fe3C,26,38,58.9332,88.90584,147.83904,0.66287209,4,5,58,12,46,3.046,3.379,-0.333,6.425,3.379,3.046,3.2125,1.252,1.797,0.69671675,-0.545,1.5245,1.72,1.41,0.31,1.219858156,1.72,1.41,1.565,8.9,4.47,4.43,1.991051454,8.9,4.47,6.685,4.39,4.37,0.02,1.004576659,4.39,4.37,4.38,1,1,1,1,2,6,2,6,1.011,1.011,1.0145,1.011,1,1,1,1,1.3085,1.5632,1.2679,1.5632,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.4242,4.2675,2.731,1.6813,1.2492,1.3459,1.0183,1.7081,0.9319,1.7121,1.0189,0.0183,-0.1844,0,0.5225,0,0.64623,0.0343
Cu3Au,71,76,178.49,192.217,370.707,0.928585921,6,6,45,60,-15,4.298,4.908,-0.61,9.206,4.908,4.298,4.603,1.585,1.355,1.169741697,0.23,1.47,1.73,1.87,-0.14,0.92513369,1.87,1.73,1.8,13.3,22.4,-9.1,0.59375,22.4,13.3,17.85,6.44,6.94,-0.5,0.92795389,6.94,6.44,6.69,12,12,12,12,12,12,12,12,1.4137,1.4137,1.4137,1.4137,6,6,6,6,1.4122,0.9986,1.4122,0.9986,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,3.926,2.7761,2.7761,1.5679,1.3542,1.1578,1.252,1.025,0.95,1.388,1.388,-0.1147,0.025,0.2929,0,0,0.74048,0.0138
