Class,A_index,B_index,A_Atomicweight,B_Atomicweight,molar_mass,A/B_AtomicWeight,A_PeriodNumber,B_PeriodNumber,A_Mendeleevnumber,B_Mendeleevnumber,A-B_Mendeleevnumber,A_Zeff,B_Zeff,A-B_Zeff,A+B_Zeff,Largest_Zeff,Lowest_Zeff,Avg_Zeff,"A_Pauling,R(CN12)","B_Pauling,R(CN12)","A/BPauling,R(CN12)","A-BPauling,R(CN12)","Avg_Pauling,R(CN12)",A_MartynovBatsanovEN,B_MartynovBatsanovEN,A-B_MartynovBatsanovEN,A/B_MartynovBatsanovEN,Largest_MartynovBatsanovEN,Lowest_MartynovBatsanovEN,Avg_MartynovBatsanovEN,A_Density,B_Density,A-B_Density,A/B_Density,Largest_Density,Lowest_Density,Avg_Density,A_Cohesiveenergy,B_Cohesiveenergy,A-B_Cohesiveenergy,A/B_Cohesiveenergy,Largest_Cohesiveenergy,Lowest_Cohesiveenergy,Avg_Cohesiveenergy,A_shortest_dist_count,B_shortest_dist_count,A_avg_shortest_dist_count,B_avg_shortest_dist_count,A_shortest_tol_dist_count,B_shortest_tol_dist_count,A_avg_shortest_dist_within_tol_count,B_avg_shortest_dist_within_tol_count,A_second_by_first_shortest_dist,B_second_by_first_shortest_dist,A_avg_second_by_first_shortest_dist,B_avg_second_by_first_shortest_dist,A_second_shortest_dist_count,B_second_shortest_dist_count,A_avg_second_shortest_dist_count,B_avg_second_shortest_dist_count,A_homoatomic_dist_by_shortest_dist,B_homoatomic_dist_by_shortest_dist,A_avg_homoatomic_dist_by_shortest_dist,B_avg_homoatomic_dist_by_shortest_dist,A_count_at_A_shortest_dist,A_count_at_B_shortest_dist,A_avg_count_at_A_shortest_dist,A_avg_count_at_B_shortest_dist,B_count_at_A_shortest_dist,B_count_at_B_shortest_dist,B_avg_count_at_A_shortest_dist,B_avg_count_at_B_shortest_dist,A_lowest_wyckoff_label,B_lowest_wyckoff_label,identical_lowest_wyckoff_count,A_sites_total,B_sites_total,A_multiplicity_total,B_multiplicity_total,distAA,distBB,distAB,Asize,Bsize,Asize_by_Bsize,distAA_by2_byAsize,distBB_by2_byBsize,distAB_by2_byAsizebyBsize,Asize_ref,Bsize_ref,percent_diff_A_by_100,percent_diff_B_by_100,distAA_minus_ref_diff,distBB_minus_ref_diff,distAB_minus_ref_diff,refined_packing_eff,R_factor
PuNi3,64,25,158.92534,55.847,214.77234,2.845727434,6,4,29,55,-26,3.976,3.0478,0.9282,7.0238,3.976,3.0478,3.5119,1.773,1.26,1.407142857,0.513,1.5165,1.2,1.67,-0.47,0.718562874,1.67,1.2,1.435,8.23,7.86,0.37,1.047073791,8.23,7.86,8.045,4.05,4.28,-0.23,0.946261682,4.28,4.05,4.165,6,6,6,4.6667,12,19,9,6.3333,1.0306,1.1929,1.0675,1.067,3,6,7.5,2.6667,1.0942,0.9995,1.1322,0.9989,0,0,0,0,6,14,6,4.6667,3,3,2,2,3,9,27,3.217,2.5163,2.9449,1.6609,1.2422,1.3371,0.9684,1.0129,1.0144,1.6867,1.2582,0.0156,0.0129,-0.0486,0,0,0.72221,0.0004
Fe3C,26,38,58.9332,88.90584,147.83904,0.66287209,4,5,58,12,46,3.046,3.379,-0.333,6.425,3.379,3.046,3.2125,1.252,1.797,0.69671675,-0.545,1.5245,1.72,1.41,0.31,1.219858156,1.72,1.41,1.565,8.9,4.47,4.43,1.991051454,8.9,4.47,6.685,4.39,4.37,0.02,1.004576659,4.39,4.37,4.38,1,1,1,1,1,1,1.5,1,1.0487,1.0487,1.0439,1.0487,1,1,1,1,1.3175,1.6524,1.2792,1.6524,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.4868,4.4119,2.6655,1.6813,1.2492,1.3459,1.037,1.7659,0.9096,1.7434,0.922,0.0369,-0.2619,0,0.582,0,0.66376,0.07
Cu3Au,70,12,174.967,26.981539,201.948539,6.484693108,6,3,41,73,-32,4.034,1.989,2.045,6.023,4.034,1.989,3.0115,1.738,1.429,1.216235129,0.309,1.5835,1.2,1.64,-0.44,0.731707317,1.64,1.2,1.42,9.84,2.7,7.14,3.644444444,9.84,2.7,6.27,4.43,3.39,1.04,1.306784661,4.43,3.39,3.91,12,12,12,12,12,12,12,12,1.4122,1.4122,1.4122,1.4122,6,6,6,6,1.4138,0.9997,1.4138,0.9997,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.185,2.9592,2.9592,1.7151,1.4319,1.1978,1.22,1.0333,0.9403,1.4796,1.4796,-0.1373,0.0333,0.2929,0,0,0.74048,0.02
Cr3Si,49,22,118.71,50.9415,169.6515,2.330320073,5,4,80,46,34,3.672,2.816,0.856,6.488,3.672,2.816,3.244,1.62,1.338,1.210762332,0.282,1.479,1.88,2.22,-0.34,0.846846847,2.22,1.88,2.05,7.31,6.11,1.2,1.196399345,7.31,6.11,6.71,3.14,5.31,-2.17,0.5913371,5.31,3.14,4.225,2,12,2,12,2,12,2,12,1.1169,1.5487,1.1169,1.5487,4,8,4,8,0.998,1.5476,0.998,1.5476,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.475,4.2868,2.7671,1.3117,1.4899,0.8804,0.9434,1.4386,0.9877,1.2375,1.5296,-0.0566,0.0267,0,0.2864,0,0.63991,0.0039
PuNi3,38,25,88.90584,55.847,144.75284,1.591953731,5,4,12,55,-43,3.379,3.0478,0.3312,6.4268,3.379,3.0478,3.2134,1.797,1.26,1.426190476,0.537,1.5285,1.41,1.67,-0.26,0.844311377,1.67,1.41,1.54,4.47,7.86,-3.39,0.56870229,7.86,4.47,6.165,4.37,4.28,0.09,1.021028037,4.37,4.28,4.325,6,6,6,3.3333,12,19,9,6.3333,1.0271,1.1929,1.0658,1.067,3,6,7.5,3.3333,1.091,1.0014,1.1323,1.0007,0,0,0,0,6,10,6,3.3333,3,3,2,2,3,9,27,3.2184,2.521,2.9469,1.6813,1.2422,1.3535,0.9571,1.0147,1.008,1.6864,1.2605,0.003,0.0147,-0.048,0,0,0.7222,0.0002
Cu3Au,20,48,44.95591,114.818,159.77391,0.391540612,4,5,11,75,-64,2.777,3.259,-0.482,6.036,3.259,2.777,3.018,1.62,1.66,0.975903614,-0.04,1.64,1.5,1.63,-0.13,0.920245399,1.63,1.5,1.565,2.99,7.31,-4.32,0.409028728,7.31,2.99,5.15,3.9,2.52,1.38,1.547619048,3.9,2.52,3.21,12,12,12,12,12,12,12,12,1.4159,1.4159,1.4159,1.4159,6,6,6,6,1.4159,1.0012,1.4159,1.0012,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.46,3.1537,3.1537,1.6329,1.6085,1.0152,1.3657,0.9803,0.9729,1.5768,1.5768,-0.0343,-0.0197,0.2929,0,0,0.74048,0.0016
PuNi3,65,26,162.5,58.9332,221.4332,2.75735918,6,4,31,58,-27,3.963,3.046,0.917,7.009,3.963,3.046,3.5045,1.77,1.252,1.413738019,0.518,1.511,1.15,1.72,-0.57,0.668604651,1.72,1.15,1.435,8.55,8.9,-0.35,0.960674157,8.9,8.55,8.725,3.04,4.39,-1.35,0.692482916,4.39,3.04,3.715,6,6,6,4.6667,9,19,7.5,6.3333,1.0279,1.18,1.0712,1.1151,3,6,7.5,4.6667,1.0924,0.9992,1.1437,0.9986,0,0,0,0,6,14,6,4.6667,3,3,2,2,3,9,27,3.1352,2.4757,2.8749,1.6634,1.2492,1.3316,0.9424,0.9909,0.987,1.637,1.2378,-0.0159,-0.0091,-0.0443,0,0,0.72235,0.0003
Cr3Si,50,21,121.76,47.867,169.627,2.543714877,5,4,85,43,42,3.984,2.833,1.151,6.817,3.984,2.833,3.4085,1.59,1.467,1.083844581,0.123,1.5285,2.14,1.86,0.28,1.150537634,2.14,1.86,2,6.69,4.54,2.15,1.473568282,6.69,4.54,5.615,2.75,4.85,-2.1,0.567010309,4.85,2.75,3.8,2,12,2,12,2,12,2,12,1.1188,1.548,1.1188,1.548,4,8,4,8,0.9997,1.5477,0.9997,1.5477,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.6092,4.5192,2.9171,1.4038,1.4545,0.9651,0.9293,1.5535,1.0206,1.3046,1.6125,-0.0707,0.1086,0,0.2864,0,0.63991,0.0168
Cu3Au,24,77,54.93805,195.084,250.02205,0.28161228,4,6,52,63,-11,2.956,4.883,-1.927,7.839,4.883,2.956,3.9195,1.306,1.385,0.942960289,-0.079,1.3455,2.04,1.91,0.13,1.068062827,2.04,1.91,1.975,7.43,21.4,-13.97,0.347196262,21.4,7.43,14.415,2.92,5.84,-2.92,0.5,5.84,2.92,4.38,12,12,12,12,12,12,12,12,1.4124,1.4124,1.4124,1.4124,6,6,6,6,1.4124,0.9987,1.4124,0.9987,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,3.87,2.7365,2.7365,1.202,1.3843,0.8683,1.6098,0.9884,1.0581,1.3682,1.3682,0.1383,-0.0116,0.2929,0,0,0.74048,0.0193
Mg3Cd,12,56,26.981539,138.9055,165.887039,0.194243849,3,6,73,13,60,1.989,3.84,-1.851,5.829,3.84,1.989,2.9145,1.429,1.871,0.763762694,-0.442,1.65,1.64,1.35,0.29,1.214814815,1.64,1.35,1.495,2.7,6.15,-3.45,0.43902439,6.15,2.7,4.425,3.39,4.47,-1.08,0.758389262,4.47,3.39,3.93,10,12,10,12,10,12,10,12,1.0544,1.0544,1.0544,1.0544,7,8,7,8,1.0008,1.4548,1.0008,1.4548,8,12,8,12,2,0,2,0,6,2,1,1,1,6,2,3.4927,5.0772,3.4927,1.8186,1.4319,1.2701,0.9603,1.7729,1.0745,1.7463,1.7464,-0.0397,0.2196,0,0.3121,0,0.68486,0.0498
Cu3Au,24,77,54.93805,195.084,250.02205,0.28161228,4,6,52,63,-11,2.956,4.883,-1.927,7.839,4.883,2.956,3.9195,1.306,1.385,0.942960289,-0.079,1.3455,2.04,1.91,0.13,1.068062827,2.04,1.91,1.975,7.43,21.4,-13.97,0.347196262,21.4,7.43,14.415,2.92,5.84,-2.92,0.5,5.84,2.92,4.38,12,12,12,12,12,12,12,12,1.4146,1.4146,1.4146,1.4146,6,6,6,6,1.4146,1.0002,1.4146,1.0002,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,3.89,2.7506,2.7506,1.202,1.3843,0.8683,1.6181,0.9935,1.0635,1.3753,1.3753,0.1442,-0.0065,0.2929,0,0,0.74048,0.0208
TiAl3,48,45,114.818,106.42,221.238,1.078913738,5,5,75,62,13,3.259,3.101,0.158,6.36,3.259,3.101,3.18,1.66,1.373,1.209031318,0.287,1.5165,1.63,2.08,-0.45,0.783653846,2.08,1.63,1.855,7.31,12,-4.69,0.609166667,12,7.31,9.655,2.52,3.89,-1.37,0.64781491,3.89,2.52,3.205,8,8,8,8,12,12,12,12,1.0469,1.0469,1.0469,1.0469,4,4,4,4,1.0018,1.4793,1.0018,1.4793,4,8,6,8,4,0,2,0,2,2,2,2,1,6,2,2.775,4.0976,2.775,1.3768,1.6085,0.856,1.0078,1.2737,0.9295,1.3875,1.3875,0.0078,-0.1374,0,0.3228,0,0.71208,0.0189
PuNi3,67,27,167.259,58.6934,225.9524,2.849707122,6,4,35,61,-26,4.018,2.996,1.022,7.014,4.018,2.996,3.507,1.748,1.244,1.405144695,0.504,1.496,1.2,1.76,-0.56,0.681818182,1.76,1.2,1.48,9.07,8.9,0.17,1.019101124,9.07,8.9,8.985,3.29,4.44,-1.15,0.740990991,4.44,3.29,3.865,6,6,6,3.3333,9,19,7.5,6.3333,1.0246,1.1774,1.0719,1.0618,3,6,7.5,4.6667,1.0894,1.0013,1.1463,1.0006,0,0,0,0,6,10,6,3.3333,3,3,2,2,3,9,27,3.1047,2.4606,2.8488,1.6438,1.2515,1.3135,0.9444,0.983,0.984,1.6185,1.2303,-0.0154,-0.017,-0.0426,0,0,0.72253,0.0005
Mg3Cd,39,27,91.224,58.6934,149.9174,1.554246304,5,4,44,61,-17,3.401,2.996,0.405,6.397,3.401,2.996,3.1985,1.597,1.244,1.283762058,0.353,1.4205,1.7,1.76,-0.06,0.965909091,1.76,1.7,1.73,6.51,8.9,-2.39,0.731460674,8.9,6.51,7.705,6.25,4.44,1.81,1.407657658,6.25,4.44,5.345,12,10,12,10,24,20,24,20,1.0038,1.0038,1.0038,1.0038,12,10,12,10,1.4185,1.0006,1.4185,1.0006,0,2,0,2,12,8,12,8,2,6,1,1,1,2,6,3.7448,2.6415,2.6415,1.5585,1.2515,1.2453,1.2014,1.0553,0.94,1.3208,1.3208,-0.1525,0.0553,0.2946,0,0,0.73506,0.0263
Cr3Si,30,22,69.723,50.9415,120.6645,1.368687612,4,4,74,46,28,2.655,2.816,-0.161,5.471,2.816,2.655,2.7355,1.408,1.338,1.052316891,0.07,1.373,1.7,2.22,-0.52,0.765765766,2.22,1.7,1.96,5.9,6.11,-0.21,0.965630115,6.11,5.9,6.005,2.81,5.31,-2.5,0.529190207,5.31,2.81,4.06,2,12,2,12,2,12,2,12,1.1203,1.5482,1.1203,1.5482,4,8,4,8,1.0002,1.5463,1.0002,1.5463,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.4105,4.1751,2.695,1.3117,1.2796,1.0251,0.9188,1.6314,1.04,1.2052,1.4898,-0.0812,0.1642,0,0.2864,0,0.63991,0.0336
PuNi3,57,26,140.115,58.9332,199.0482,2.377522347,6,4,15,58,-43,3.774,3.046,0.728,6.82,3.774,3.046,3.41,1.818,1.252,1.452076677,0.566,1.535,1.1,1.72,-0.62,0.639534884,1.72,1.1,1.41,6.66,8.9,-2.24,0.748314607,8.9,6.66,7.78,4.32,4.39,-0.07,0.98405467,4.39,4.32,4.355,6,6,6,4.3333,6,19,7.5,6.3333,1.1228,1.1634,1.0719,1.0571,12,6,7.5,3.3333,1.2205,0.9988,1.1542,0.9998,0,0,0,0,6,13,6,4.3333,3,3,2,2,3,9,27,3.1117,2.4675,2.8527,1.7238,1.2492,1.3799,0.9026,0.9876,0.9595,1.6189,1.2338,-0.0608,-0.0124,-0.0405,0,0,0.71593,0.0039
Cu3Au,69,12,173.045,26.981539,200.026539,6.413459217,6,3,39,73,-34,4.048,1.989,2.059,6.037,4.048,1.989,3.0185,1.933,1.429,1.352694192,0.504,1.681,1.1,1.64,-0.54,0.670731707,1.64,1.1,1.37,6.97,2.7,4.27,2.581481481,6.97,2.7,4.835,1.6,3.39,-1.79,0.471976401,3.39,1.6,2.495,12,12,12,12,12,12,12,12,1.4141,1.4141,1.4141,1.4141,6,6,6,6,1.4151,1.0007,1.4151,1.0007,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.203,2.972,2.972,1.8969,1.4319,1.3247,1.1079,1.0378,0.8928,1.486,1.486,-0.2166,0.0378,0.2929,0,0,0.74047,0.0483
Cu3Au,81,45,207.2,106.42,313.62,1.947002443,6,5,81,62,19,4.426,3.101,1.325,7.527,4.426,3.101,3.7635,1.746,1.373,1.271667881,0.373,1.5595,1.92,2.08,-0.16,0.923076923,2.08,1.92,2,11.4,12,-0.6,0.95,12,11.4,11.7,2.03,3.89,-1.86,0.5218509,3.89,2.03,2.96,12,12,12,12,12,12,12,12,1.414,1.414,1.414,1.414,6,6,6,6,1.0001,1.4143,1.0001,1.4143,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,2.8501,4.0307,2.8501,1.3768,1.7253,0.798,1.0351,1.1681,0.9188,1.4251,1.4251,0.0351,-0.174,0,0.2929,0,0.74048,0.0315
Cu3Au,77,24,195.084,54.93805,250.02205,3.550981515,6,4,63,52,11,4.883,2.956,1.927,7.839,4.883,2.956,3.9195,1.385,1.306,1.060490046,0.079,1.3455,1.91,2.04,-0.13,0.93627451,2.04,1.91,1.975,21.4,7.43,13.97,2.880215343,21.4,7.43,14.415,5.84,2.92,2.92,2,5.84,2.92,4.38,12,12,12,12,12,12,12,12,1.4133,1.4133,1.4133,1.4133,6,6,6,6,1.0001,1.4144,1.0001,1.4144,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,2.7103,3.833,2.7103,1.202,1.3843,0.8683,1.1274,1.3844,1.048,1.3552,1.3552,0.1274,-0.021,0,0.2929,0,0.74048,0.0167
Mg3Cd,12,56,26.981539,138.9055,165.887039,0.194243849,3,6,73,13,60,1.989,3.84,-1.851,5.829,3.84,1.989,2.9145,1.429,1.871,0.763762694,-0.442,1.65,1.64,1.35,0.29,1.214814815,1.64,1.35,1.495,2.7,6.15,-3.45,0.43902439,6.15,2.7,4.425,3.39,4.47,-1.08,0.758389262,4.47,3.39,3.93,10,12,10,12,20,24,20,24,1.0461,1.0461,1.0461,1.0461,10,12,10,12,0.9998,1.4471,0.9998,1.4471,8,12,8,12,2,0,2,0,6,2,1,1,1,6,2,3.4694,5.0213,3.4695,1.8186,1.4319,1.2701,0.9539,1.7534,1.0674,1.7347,1.7348,-0.0461,0.2115,0,0.309,0,0.69303,0.0469
Cu3Au,56,45,138.9055,106.42,245.3255,1.30525747,6,5,13,62,-49,3.84,3.101,0.739,6.941,3.84,3.101,3.4705,1.871,1.373,1.362709395,0.498,1.622,1.35,2.08,-0.73,0.649038462,2.08,1.35,1.715,6.15,12,-5.85,0.5125,12,6.15,9.075,4.47,3.89,0.58,1.149100257,4.47,3.89,4.18,12,12,12,12,12,12,12,12,1.4147,1.4147,1.4147,1.4147,6,6,6,6,1.4134,0.9994,1.4134,0.9994,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.226,2.9882,2.9882,1.8186,1.3768,1.3209,1.1619,1.0852,0.9352,1.4941,1.4941,-0.1784,0.0852,0.2929,0,0,0.74048,0.0391
Cu3Au,58,45,140.90765,106.42,247.32765,1.324071133,6,5,17,62,-45,3.8,3.101,0.699,6.901,3.8,3.101,3.4505,1.824,1.373,1.328477786,0.451,1.5985,1.1,2.08,-0.98,0.528846154,2.08,1.1,1.59,6.77,12,-5.23,0.564166667,12,6.77,9.385,3.7,3.89,-0.19,0.951156812,3.89,3.7,3.795,12,12,12,12,12,12,12,12,1.413,1.413,1.413,1.413,6,6,6,6,1.4133,0.9994,1.4133,0.9994,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.141,2.9281,2.9281,1.6334,1.3768,1.1864,1.2676,1.0634,0.9727,1.4641,1.4641,-0.1037,0.0634,0.2929,0,0,0.74047,0.0148
Cu3Au,59,48,144.242,114.818,259.06,1.256266439,6,5,19,75,-56,3.822,3.259,0.563,7.081,3.822,3.259,3.5405,1.818,1.66,1.095180723,0.158,1.739,1.2,1.63,-0.43,0.736196319,1.63,1.2,1.415,7,7.31,-0.31,0.957592339,7.31,7,7.155,3.4,2.52,0.88,1.349206349,3.4,2.52,2.96,12,12,12,12,12,12,12,12,1.4164,1.4164,1.4164,1.4164,6,6,6,6,1.4161,1.0013,1.4161,1.0013,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.659,3.2944,3.2944,1.6571,1.6085,1.0302,1.4058,1.0241,1.0088,1.6472,1.6472,-0.006,0.0241,0.2929,0,0,0.74047,0.0006
Cu3Au,57,44,140.115,102.9055,243.0205,1.361589031,6,5,15,59,-44,3.774,3.701,0.073,7.475,3.774,3.701,3.7375,1.818,1.342,1.354694486,0.476,1.58,1.1,1.99,-0.89,0.552763819,1.99,1.1,1.545,6.66,12.4,-5.74,0.537096774,12.4,6.66,9.53,4.32,5.75,-1.43,0.751304348,5.75,4.32,5.035,12,12,12,12,12,12,12,12,1.4175,1.4175,1.4175,1.4175,6,6,6,6,1.4165,1.0016,1.4165,1.0016,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.037,2.8546,2.8546,1.7238,1.3444,1.2822,1.171,1.0617,0.9304,1.4273,1.4273,-0.172,0.0617,0.2929,0,0,0.74047,0.0334
Mg3Cd,59,12,144.242,26.981539,171.223539,5.345951541,6,3,19,73,-54,3.822,1.989,1.833,5.811,3.822,1.989,2.9055,1.818,1.429,1.272218334,0.389,1.6235,1.2,1.64,-0.44,0.731707317,1.64,1.2,1.42,7,2.7,4.3,2.592592593,7,2.7,4.85,3.4,3.39,0.01,1.002949853,3.4,3.39,3.395,12,10,12,10,12,10,12,10,1.0909,1.0909,1.0909,1.0909,12,10,12,10,1.4779,0.9985,1.4779,0.9985,0,2,0,2,12,8,12,8,2,6,1,1,1,2,6,4.3893,2.9655,2.9655,1.6571,1.4319,1.1573,1.3244,1.0355,0.96,1.4828,1.4827,-0.1052,0.0355,0.3244,0,0,0.65381,0.0123
Cu3Au,23,77,51.9961,195.084,247.0801,0.266531853,4,6,49,63,-14,2.82,4.883,-2.063,7.703,4.883,2.82,3.8515,1.357,1.385,0.979783394,-0.028,1.371,2,1.91,0.09,1.047120419,2,1.91,1.955,7.19,21.4,-14.21,0.335981308,21.4,7.19,14.295,4.1,5.84,-1.74,0.702054795,5.84,4.1,4.97,12,12,12,12,12,12,12,12,1.4124,1.4124,1.4124,1.4124,6,6,6,6,1.4139,0.9998,1.4139,0.9998,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,3.874,2.7393,2.7393,1.2409,1.3843,0.8964,1.561,0.9894,1.0435,1.3697,1.3697,0.1038,-0.0106,0.2929,0,0,0.74048,0.0109
TiAl3,21,12,47.867,26.981539,74.848539,1.774064852,4,3,43,73,-30,2.833,1.989,0.844,4.822,2.833,1.989,2.411,1.467,1.429,1.026592022,0.038,1.448,1.86,1.64,0.22,1.134146341,1.86,1.64,1.75,4.54,2.7,1.84,1.681481481,4.54,2.7,3.62,4.85,3.39,1.46,1.430678466,4.85,3.39,4.12,4,4,4,4,4,4,4,4,1.0623,1.0623,1.0623,1.0623,8,8,8,8,1.4144,1.0001,1.4144,1.0307,0,0,0,2,4,4,4,2,2,2,2,1,2,2,6,3.8613,2.7304,2.7304,1.4038,1.4319,0.9804,1.3753,0.9534,0.9628,1.3652,1.3652,-0.0275,-0.0466,0.2929,0,0,0.66185,0.0029
Cu3Au,69,12,173.045,26.981539,200.026539,6.413459217,6,3,39,73,-34,4.048,1.989,2.059,6.037,4.048,1.989,3.0185,1.933,1.429,1.352694192,0.504,1.681,1.1,1.64,-0.54,0.670731707,1.64,1.1,1.37,6.97,2.7,4.27,2.581481481,6.97,2.7,4.835,1.6,3.39,-1.79,0.471976401,3.39,1.6,2.495,12,12,12,12,12,12,12,12,1.4128,1.4128,1.4128,1.4128,6,6,6,6,1.4136,0.9996,1.4136,0.9996,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.2125,2.9787,2.9787,1.8969,1.4319,1.3247,1.1104,1.0401,0.8948,1.4893,1.4893,-0.2149,0.0401,0.2929,0,0,0.74048,0.0478
Fe3C,26,63,58.9332,157.25,216.1832,0.374773927,4,6,58,27,31,3.046,4.034,-0.988,7.08,4.034,3.046,3.54,1.252,1.795,0.697493036,-0.543,1.5235,1.72,1.1,0.62,1.563636364,1.72,1.1,1.41,8.9,7.9,1,1.126582278,8.9,7.9,8.4,4.39,4.14,0.25,1.060386473,4.39,4.14,4.265,1,1,1,1,2,6,2,6,1.011,1.011,1.0126,1.011,1,1,1,1,1.3117,1.5635,1.2694,1.5635,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.4481,4.2839,2.7413,1.7454,1.2492,1.3972,0.9878,1.7147,0.9154,1.7241,1.0172,-0.0122,-0.1857,0,0.5251,0,0.64886,0.0346
Cu3Au,67,30,167.259,69.723,236.982,2.398907104,6,4,35,74,-39,4.018,2.655,1.363,6.673,4.018,2.655,3.3365,1.748,1.408,1.241477273,0.34,1.578,1.2,1.7,-0.5,0.705882353,1.7,1.2,1.45,9.07,5.9,3.17,1.537288136,9.07,5.9,7.485,3.29,2.81,0.48,1.170818505,3.29,2.81,3.05,12,12,12,12,12,12,12,12,1.4128,1.4128,1.4128,1.4128,6,6,6,6,1.4133,0.9994,1.4133,0.9994,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.2117,2.9781,2.9781,1.6438,1.2796,1.2846,1.2811,1.1637,1.0187,1.4891,1.4891,-0.0941,0.1637,0.2929,0,0,0.74048,0.0357
Cu3Au,63,48,157.25,114.818,272.068,1.36955878,6,5,27,75,-48,4.034,3.259,0.775,7.293,4.034,3.259,3.6465,1.795,1.66,1.081325301,0.135,1.7275,1.1,1.63,-0.53,0.674846626,1.63,1.1,1.365,7.9,7.31,0.59,1.080711354,7.9,7.31,7.605,4.14,2.52,1.62,1.642857143,4.14,2.52,3.33,12,12,12,12,12,12,12,12,1.4141,1.4141,1.4141,1.4141,6,6,6,6,1.4128,0.999,1.4128,0.999,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.6056,3.2566,3.2566,1.7454,1.6085,1.0851,1.3194,1.0123,0.971,1.6283,1.6283,-0.0671,0.0123,0.2929,0,0,0.74048,0.0046
Cu3Au,49,45,118.71,106.42,225.13,1.115485811,5,5,80,62,18,3.672,3.101,0.571,6.773,3.672,3.101,3.3865,1.62,1.373,1.179898034,0.247,1.4965,1.88,2.08,-0.2,0.903846154,2.08,1.88,1.98,7.31,12,-4.69,0.609166667,12,7.31,9.655,3.14,3.89,-0.75,0.807197943,3.89,3.14,3.515,12,12,12,12,12,12,12,12,1.4164,1.4164,1.4164,1.4164,6,6,6,6,1.001,1.4157,1.001,1.4157,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,2.8129,3.978,2.8129,1.3768,1.4899,0.9241,1.0215,1.335,0.9812,1.4064,1.4064,0.0215,-0.056,0,0.2929,0,0.74048,0.0036
Fe3C,77,66,195.084,164.93032,360.01432,1.182826784,6,6,63,33,30,4.883,3.994,0.889,8.877,4.883,3.994,4.4385,1.385,1.761,0.786484952,-0.376,1.573,1.91,1.2,0.71,1.591666667,1.91,1.2,1.555,21.4,8.8,12.6,2.431818182,21.4,8.8,15.1,5.84,3.14,2.7,1.859872611,5.84,3.14,4.49,1,1,1,1,2,6,2,6,1.0219,1.0219,1.0163,1.0219,1,1,1,1,1.3038,1.5648,1.26,1.5648,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.4177,4.2875,2.7401,1.7086,1.3843,1.2343,1.0002,1.5486,0.886,1.7089,1.0313,0.0001,-0.255,0,0.5189,0,0.63571,0.065
Cu3Au,38,45,88.90584,106.42,195.32584,0.835424168,5,5,12,62,-50,3.379,3.101,0.278,6.48,3.379,3.101,3.24,1.797,1.373,1.308812819,0.424,1.585,1.41,2.08,-0.67,0.677884615,2.08,1.41,1.745,4.47,12,-7.53,0.3725,12,4.47,8.235,4.37,3.89,0.48,1.123393316,4.37,3.89,4.13,12,12,12,12,12,12,12,12,1.4132,1.4132,1.4132,1.4132,6,6,6,6,1.4139,0.9998,1.4139,0.9998,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.072,2.8793,2.8793,1.6813,1.3768,1.2212,1.211,1.0457,0.9415,1.4397,1.4397,-0.1437,0.0457,0.2929,0,0,0.74047,0.0227
Cr3Si,12,40,26.981539,92.90638,119.887919,0.290416428,3,5,73,47,26,1.989,3.523,-1.534,5.512,3.523,1.989,2.756,1.429,1.456,0.981456044,-0.027,1.4425,1.64,2.03,-0.39,0.807881773,2.03,1.64,1.835,2.7,8.57,-5.87,0.315052509,8.57,2.7,5.635,3.39,7.57,-4.18,0.447820343,7.57,3.39,5.48,2,12,2,12,2,12,2,12,1.1197,1.5483,1.1197,1.5483,4,8,4,8,1.0017,1.5496,1.0017,1.5496,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.5945,4.4938,2.9007,1.4302,1.4319,0.9988,0.907,1.5692,1.0135,1.2972,1.6035,-0.093,0.1198,0,0.2864,0,0.6399,0.023
